City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,Plettenberg Bay,ZA,-34.05,23.37,60.71,45,4,5.59,clear sky
361,Penha,BR,-26.77,-48.65,70.0,83,40,10.29,scattered clouds
362,Berlevag,NO,70.86,29.09,55.4,66,100,11.41,overcast clouds
363,Skjervoy,NO,70.03,20.97,55.4,71,96,9.17,overcast clouds
364,Taguatinga,BR,-12.39,-46.57,95.97,18,0,7.27,clear sky
365,Mogadishu,SO,2.04,45.34,77.54,80,71,15.93,broken clouds
366,Monrovia,LR,6.3,-10.8,78.8,83,75,3.36,broken clouds
367,Oktyabrskoye,RU,43.06,44.74,71.6,78,100,4.47,overcast clouds
368,Sorland,NO,67.67,12.69,55.4,87,75,8.05,light rain
369,Brownwood,US,31.71,-98.99,77.0,73,90,9.17,overcast clouds
370,Carahue,CL,-38.7,-73.17,53.6,76,90,4.7,overcast clouds
371,Dingle,PH,11.0,122.67,77.0,89,76,0.65,broken clouds
372,Sistranda,NO,63.73,8.83,59.0,72,0,8.05,clear sky
373,Naze,JP,28.37,129.48,82.4,88,31,12.75,light rain
374,Bay-Khaak,RU,51.17,94.5,53.56,76,79,1.34,broken clouds
375,Rawson,AR,-43.3,-65.1,62.13,31,39,13.0,scattered clouds
376,Ghanzi,BW,-21.57,21.78,74.01,36,94,2.82,overcast clouds
377,Trinidad,BO,-14.83,-64.9,106.29,16,0,0.81,clear sky
378,La Mana,EC,-0.93,-79.22,59.0,62,75,17.22,broken clouds
379,Tupiza,BO,-21.45,-65.72,72.73,10,0,22.84,clear sky
380,Kribi,CM,2.95,9.92,76.71,88,95,9.37,overcast clouds
381,Hailar,CN,49.2,119.7,49.73,87,0,1.88,clear sky
382,Zeya,RU,53.75,127.27,48.45,92,0,3.13,clear sky
383,Aracati,BR,-4.56,-37.77,84.42,51,1,15.52,clear sky
384,Vieques,PR,18.43,-65.83,88.0,79,75,12.75,shower rain
385,Luzhou,CN,28.87,105.44,76.42,79,69,2.3,broken clouds
386,Stephenville,US,32.22,-98.2,71.6,88,90,4.7,moderate rain
387,San Vicente,AR,-26.62,-54.13,82.0,44,70,6.04,broken clouds
388,San Luis,AR,-33.3,-66.34,60.3,32,0,4.83,clear sky
389,Iracoubo,GF,5.48,-53.2,81.48,81,2,13.02,light rain
390,Kodiak,US,57.79,-152.41,53.6,81,90,4.7,moderate rain
391,Sisophon,KH,13.59,102.97,78.39,86,100,4.25,overcast clouds
392,Quballat,TN,36.54,9.66,77.0,61,75,4.7,broken clouds
393,Roald,NO,62.58,6.13,64.0,72,0,9.17,clear sky
394,Saint-Francois,FR,46.42,3.91,64.4,48,26,5.82,scattered clouds
395,Nanortalik,GL,60.14,-45.24,46.15,57,0,9.86,clear sky
396,Eyl,SO,7.98,49.82,78.66,74,0,25.28,clear sky
397,Olafsvik,IS,64.89,-23.71,47.3,76,100,26.89,overcast clouds
398,Nanton,CA,50.35,-113.77,55.99,61,100,3.0,light rain
399,Mecca,SA,21.43,39.83,93.67,29,62,5.35,light rain
400,Bonfim,BR,3.08,-59.95,89.4,58,6,7.2,light rain
401,Iskateley,RU,67.68,53.15,42.75,75,82,10.27,broken clouds
402,Codrington,AU,-38.27,141.97,47.5,91,0,13.91,clear sky
403,Sungairaya,ID,0.7,108.9,78.28,84,100,3.67,light rain
404,Coswig,DE,51.13,13.58,59.0,77,40,2.24,scattered clouds
405,Humberto De Campos,BR,-2.6,-43.46,89.74,45,42,4.99,scattered clouds
406,Damaturu,NG,11.75,11.96,77.09,84,100,0.45,light rain
407,Doka,SD,13.52,35.77,72.95,96,100,2.68,moderate rain
408,La Tuque,CA,47.43,-72.78,62.78,93,100,14.65,light rain
409,Kaoma,ZM,-14.78,24.8,72.18,33,0,7.63,clear sky
410,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,97.34,18,0,8.95,clear sky
411,Coolum Beach,AU,-26.53,153.1,59.0,97,40,5.32,scattered clouds
412,Quatre Cocos,MU,-20.21,57.76,71.01,94,40,4.7,scattered clouds
413,High Level,CA,58.52,-117.14,55.4,66,40,5.82,scattered clouds
414,Somerset West,ZA,-34.08,18.82,57.2,100,75,23.04,moderate rain
415,Lahaina,US,20.88,-156.68,84.2,61,20,14.99,few clouds
416,Porbandar,IN,21.64,69.61,80.38,83,57,5.84,broken clouds
417,Kursenai,LT,55.98,22.92,60.8,93,90,4.7,overcast clouds
418,Bay Roberts,CA,47.6,-53.26,69.01,63,75,11.41,broken clouds
419,Maldonado,UY,-34.67,-54.92,53.6,93,90,18.34,heavy intensity rain
420,Arcata,US,40.87,-124.08,64.99,87,90,5.82,overcast clouds
421,Pochutla,MX,15.74,-96.47,91.0,55,20,9.17,few clouds
422,Henties Bay,NA,-22.12,14.28,55.0,80,0,10.83,clear sky
423,Erdenet,MN,49.03,104.08,49.96,73,2,3.87,clear sky
424,Greece,US,43.21,-77.69,78.01,94,75,13.87,moderate rain
425,Laizhou,CN,37.18,119.93,69.69,66,0,11.18,clear sky
426,Poronaysk,RU,49.22,143.12,61.97,92,77,4.61,broken clouds
427,Port Hedland,AU,-20.32,118.57,62.6,88,88,5.82,overcast clouds
428,Vila Velha,BR,-20.33,-40.29,80.01,65,40,9.17,scattered clouds
429,Espanola,US,35.99,-106.08,79.0,22,1,5.82,clear sky
430,Bondo,CD,3.81,23.69,67.05,98,95,1.66,overcast clouds
431,Sunrise Manor,US,36.21,-115.07,93.99,11,1,2.59,clear sky
432,Burnie,AU,-41.07,145.92,51.01,93,42,3.0,scattered clouds
433,Tabas,IR,33.6,56.92,80.6,13,0,4.7,clear sky
434,Grand Gaube,MU,-20.01,57.66,71.01,79,0,5.01,clear sky
435,Los Llanos De Aridane,ES,28.66,-17.92,75.2,78,20,9.17,few clouds
436,Tynda,RU,55.17,124.72,43.75,90,0,0.58,clear sky
437,San Cristobal,VE,7.77,-72.22,87.8,55,40,6.93,scattered clouds
438,Longhua,CN,23.61,114.19,79.75,75,47,2.46,scattered clouds
439,Yar-Sale,RU,66.83,70.83,42.39,91,46,9.37,scattered clouds
440,San Angelo,US,31.46,-100.44,98.11,25,0,10.67,clear sky
441,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.6,73,75,13.87,broken clouds
442,Vostok,RU,46.49,135.88,60.57,100,100,2.8,light rain
443,Broken Hill,AU,-31.95,141.43,55.4,47,37,5.82,scattered clouds
444,Vestmanna,FO,62.16,-7.17,51.8,100,78,14.99,moderate rain
445,Bloomsburg,US,41.0,-76.45,78.01,86,100,7.74,light rain
446,Prince Rupert,CA,54.32,-130.32,55.4,93,90,3.36,overcast clouds
447,Arthur,US,39.71,-88.47,80.01,75,100,4.25,overcast clouds
448,Virginia Beach,US,36.85,-75.98,91.99,55,75,3.36,broken clouds
449,Reyes,BO,-14.32,-67.38,94.8,29,1,2.51,clear sky
450,Araouane,ML,18.9,-3.53,97.74,30,3,14.88,clear sky
451,Palmerston,AU,-12.49,130.98,78.01,88,90,2.24,overcast clouds
452,Carballo,ES,43.21,-8.69,66.2,77,0,3.36,clear sky
453,Zhigansk,RU,66.77,123.37,45.25,89,80,10.22,broken clouds
454,Puerto Carreno,CO,6.19,-67.49,75.2,94,75,9.17,moderate rain
455,Pontes E Lacerda,BR,-15.23,-59.34,101.16,15,16,6.53,few clouds
456,Maamba,ZM,-17.37,27.15,69.73,47,0,2.93,clear sky
457,Mendi,PG,-6.18,143.65,53.74,98,100,2.19,overcast clouds
458,Cuiluan,CN,47.72,128.65,59.56,90,100,1.97,overcast clouds
459,Olinda,BR,-8.01,-34.86,77.0,78,75,17.22,broken clouds
460,Ouadda,CF,8.08,22.4,67.84,95,100,3.85,light rain
461,Morondava,MG,-20.28,44.28,75.72,75,0,12.33,clear sky
462,Ahuimanu,US,21.44,-157.84,82.4,51,90,12.75,overcast clouds
463,Jardim,BR,-21.48,-56.14,92.39,32,0,4.72,clear sky
464,Mao,ES,39.89,4.27,73.4,53,0,9.17,clear sky
465,Solnechnyy,RU,50.72,136.63,58.55,91,99,1.43,overcast clouds
466,Salcininkai,LT,54.3,25.38,61.0,93,40,1.12,fog
467,Hambantota,LK,6.12,81.12,75.2,100,75,4.7,broken clouds
468,Faya,SA,18.39,42.45,66.2,82,40,6.93,scattered clouds
469,Ventimiglia,IT,43.79,7.6,73.0,84,0,1.83,light rain
470,Mercedes,AR,-34.65,-59.43,52.0,72,100,4.0,light rain
471,Chegdomyn,RU,51.12,133.02,55.89,93,100,2.06,overcast clouds
472,Roma,US,43.21,-75.46,77.0,69,90,13.87,overcast clouds
473,Constitucion,CL,-35.33,-72.42,55.94,62,0,13.02,clear sky
474,Kalmar,SE,56.66,16.36,60.01,93,100,5.82,light intensity drizzle
475,Iralaya,HN,15.0,-83.23,84.2,70,90,6.93,overcast clouds
476,Fort Nelson,CA,58.81,-122.7,62.6,45,75,16.11,broken clouds
477,Alyangula,AU,-13.85,136.42,66.2,93,100,1.12,overcast clouds
478,Luxor,EG,25.7,32.64,93.2,21,0,4.7,clear sky
479,Leninsk,RU,48.71,45.2,75.2,29,0,6.71,clear sky
480,Cooma,AU,-36.23,149.13,62.6,62,9,25.28,clear sky
481,Nyurba,RU,63.28,118.33,53.46,88,100,8.21,light rain
482,Khash,IR,28.22,61.22,67.62,24,0,10.02,clear sky
483,Magistralnyy,RU,56.17,107.45,54.0,86,100,3.4,overcast clouds
484,Zhangye,CN,38.93,100.45,64.96,27,100,2.19,overcast clouds
485,San Carlos De Bariloche,AR,-41.15,-71.31,46.4,61,75,21.92,broken clouds
486,Bayan,CN,46.08,127.4,63.21,91,100,4.18,overcast clouds
487,Lipari,IT,38.47,14.95,75.99,74,100,5.01,overcast clouds
488,Krasnovishersk,RU,60.41,57.08,42.6,94,5,5.57,clear sky
489,Cotonou,BJ,6.37,2.42,78.8,88,40,11.41,scattered clouds
490,Bichura,RU,50.59,107.6,53.6,81,87,3.53,light rain
491,Farafangana,MG,-22.82,47.83,66.09,83,100,15.64,overcast clouds
492,Tekirdag,TR,40.98,27.51,71.6,88,100,12.75,light rain
493,Rach Gia,VN,10.02,105.08,83.64,78,100,11.25,overcast clouds
494,Mount Isa,AU,-20.73,139.5,53.6,50,0,3.36,clear sky
495,Ternate,ID,0.8,127.4,80.51,77,100,2.95,light rain
496,Iberia,US,29.95,-91.75,91.4,62,75,12.75,broken clouds
497,Muroto,JP,33.28,134.15,84.74,81,100,24.85,moderate rain
498,Kutum,SD,14.2,24.67,75.79,61,100,10.87,overcast clouds
499,Kaniama,CD,-7.57,24.18,75.63,46,28,3.36,scattered clouds
500,Lindi,TZ,-10.0,39.72,74.53,68,89,4.34,overcast clouds
501,Porto Novo,BJ,6.5,2.6,78.8,88,40,11.41,scattered clouds
502,Le Port,RE,-20.94,55.29,66.2,82,2,5.82,clear sky
503,Parchim,DE,53.43,11.85,61.0,86,22,1.99,few clouds
504,Port Blair,IN,11.67,92.75,82.72,79,100,11.01,overcast clouds
505,Camacha,PT,33.08,-16.33,73.4,69,20,12.75,few clouds
506,Aguimes,ES,27.91,-15.45,75.2,78,20,18.34,few clouds
507,Port Shepstone,ZA,-30.74,30.45,66.47,73,0,30.53,clear sky
508,Kahului,US,20.89,-156.47,84.2,54,40,17.22,scattered clouds
509,Dehloran,IR,32.69,47.27,97.9,12,0,10.51,clear sky
510,Maniitsoq,GL,65.42,-52.9,45.07,64,76,6.73,broken clouds
511,Tokmak,UA,47.25,35.71,75.76,38,0,0.69,clear sky
512,Rio Grande,BR,-32.03,-52.1,63.0,93,100,8.99,overcast clouds
513,Hobyo,SO,5.35,48.53,77.2,83,0,24.16,clear sky
514,Kloulklubed,PW,7.04,134.26,78.8,88,75,2.89,broken clouds
515,Ishim,RU,56.11,69.49,52.45,87,100,22.91,overcast clouds
516,Beyneu,KZ,45.32,55.2,80.49,22,0,11.27,clear sky
517,Bilibino,RU,68.05,166.44,34.61,85,66,6.08,broken clouds
518,Bashtanka,UA,47.41,32.44,78.8,47,34,4.47,scattered clouds
519,Aginskoye,RU,51.1,114.53,49.26,77,0,1.66,clear sky
520,Chodavaram,IN,17.83,82.95,80.6,94,75,4.7,mist
521,Ellsworth,US,44.54,-68.42,71.01,68,20,11.41,few clouds
522,Pangnirtung,CA,66.15,-65.71,52.38,44,5,8.7,clear sky
523,Nabire,ID,-3.37,135.48,75.36,84,100,4.21,overcast clouds
524,Quthing,LS,-30.4,27.7,58.21,63,97,3.69,light rain
525,Omis,HR,43.44,16.69,75.2,47,100,4.7,overcast clouds
526,Torbeyevo,RU,54.08,43.25,54.66,79,0,9.17,clear sky
527,Mahibadhoo,MV,3.78,72.97,81.64,79,100,19.33,moderate rain
528,Kalakamati,BW,-20.59,27.31,60.8,77,0,13.87,clear sky
529,Antsohihy,MG,-14.88,47.99,67.75,82,0,1.41,clear sky
530,Ayan,RU,56.45,138.17,52.39,92,100,5.46,light rain
531,Clinton,US,42.59,-82.92,81.0,57,75,11.41,broken clouds
532,Bokhan,RU,53.15,103.77,53.76,92,100,10.92,moderate rain
533,Shuyskoye,RU,59.37,41.03,47.12,82,0,3.44,clear sky
534,Goya,AR,-29.14,-59.26,53.96,91,100,7.09,overcast clouds
535,Andenes,NO,69.31,16.12,53.6,81,100,8.05,overcast clouds
536,Aripuana,BR,-9.17,-60.63,103.3,17,27,3.53,scattered clouds
537,Leon,MX,21.12,-101.67,71.6,64,40,6.93,scattered clouds
538,Toamasina,MG,-18.17,49.38,64.4,93,20,2.24,few clouds
539,Hay River,CA,60.82,-115.8,51.8,76,40,11.41,scattered clouds
540,Liverpool,GB,53.41,-2.98,63.0,82,75,9.17,broken clouds
541,Concordia,AR,-31.39,-58.02,54.0,100,90,13.87,light intensity drizzle
542,Tiarei,PF,-17.53,-149.33,80.6,69,20,2.24,few clouds
543,Porto Belo,BR,-27.16,-48.55,70.0,83,40,10.29,scattered clouds
544,Ixtapa,MX,20.7,-105.2,89.01,70,20,5.82,few clouds
545,Honningsvag,NO,70.98,25.97,53.6,76,45,6.93,scattered clouds
546,Hervey Bay,AU,-25.3,152.85,61.0,93,90,8.61,overcast clouds
547,Sisimiut,GL,66.94,-53.67,43.99,68,100,6.2,overcast clouds
548,Tura,IN,25.52,90.22,74.32,93,22,2.98,few clouds
549,La Macarena,CO,2.18,-73.78,89.74,48,8,4.81,clear sky
550,Maneadero,MX,31.72,-116.57,75.99,76,4,4.0,clear sky
551,Quime,BO,-16.98,-67.22,55.87,57,90,7.0,overcast clouds
552,Qixingtai,CN,30.41,111.89,75.99,75,0,2.84,clear sky
553,Saint Anthony,US,45.02,-93.22,80.01,31,1,13.87,clear sky
554,Petrolina,BR,-9.4,-40.5,87.8,33,75,14.99,broken clouds
555,Axim,GH,4.87,-2.24,75.49,89,73,10.16,broken clouds
556,Lulea,SE,65.58,22.15,57.2,82,0,9.17,clear sky
557,Gimli,CA,50.63,-96.99,66.0,100,100,8.99,overcast clouds
558,Aloleng,PH,16.13,119.78,81.97,83,100,8.19,light rain
559,Berdigestyakh,RU,62.1,126.7,45.34,88,3,3.36,clear sky
560,Laguna,US,38.42,-121.42,77.0,53,1,8.05,clear sky
561,Kamensk-Uralskiy,RU,56.42,61.93,51.31,74,100,14.83,overcast clouds
562,Sampit,ID,-2.53,112.95,74.48,97,100,1.21,light rain
563,Vallenar,CL,-28.57,-70.76,73.38,21,95,5.97,overcast clouds
564,Klyuchi,RU,52.27,79.17,71.67,45,0,10.25,clear sky
565,Cheremukhovo,RU,60.35,59.99,41.4,87,0,6.98,clear sky
566,Assiniboia,CA,49.63,-105.98,68.54,40,100,28.72,light rain
567,Chekhov,RU,55.14,37.47,60.8,72,1,6.71,clear sky
568,Lokosovo,RU,61.13,74.82,48.06,88,100,9.95,overcast clouds
569,Pervomayskoye,RU,43.92,46.71,72.25,74,74,13.58,broken clouds
570,Kurchum,KZ,48.57,83.65,65.8,41,0,4.85,clear sky
571,Velyka Pysarivka,UA,50.43,35.48,72.66,37,0,9.66,clear sky
572,Pevek,RU,69.7,170.31,35.42,91,100,5.3,overcast clouds
573,Mathbaria,BD,22.29,89.96,79.68,89,60,4.88,broken clouds
574,Kaeo,NZ,-35.1,173.78,48.99,3,0,7.0,clear sky
575,Harper,LR,4.38,-7.72,76.1,84,71,8.97,broken clouds
576,Nefteyugansk,RU,61.1,72.6,50.0,100,20,8.95,few clouds
577,Sioux Lookout,CA,50.1,-91.92,60.8,59,75,17.22,broken clouds
578,San Pedro,PH,14.35,121.02,82.4,83,100,3.36,overcast clouds
579,Yeppoon,AU,-23.13,150.73,62.6,88,90,6.93,overcast clouds
580,Oussouye,SN,12.48,-16.55,78.8,94,75,11.41,broken clouds
581,Gaogou,CN,34.02,119.19,65.95,78,0,7.47,clear sky
582,Trairi,BR,-3.28,-39.27,83.37,58,2,15.55,clear sky
583,Bagdarin,RU,54.43,113.6,43.92,89,98,1.32,overcast clouds
584,General Roca,AR,-39.03,-67.58,60.8,41,0,4.7,clear sky
585,Gazli,UZ,40.13,63.45,75.87,19,24,7.0,few clouds
586,Kungurtug,RU,50.6,97.52,47.41,82,15,2.3,few clouds
587,Codajas,BR,-3.84,-62.06,98.08,31,91,3.22,overcast clouds
588,Katsuura,JP,35.13,140.3,82.0,92,67,13.29,moderate rain
589,Boende,CD,-0.22,20.87,74.35,85,100,2.55,overcast clouds
590,San Andres,CO,12.58,-81.7,86.0,74,40,4.7,scattered clouds
591,Batagay,RU,67.63,134.63,43.92,62,47,2.51,scattered clouds
592,Yarada,IN,17.65,83.27,80.6,94,75,4.7,mist
593,Te Anau,NZ,-45.42,167.72,34.57,89,42,0.83,scattered clouds
594,Remedios,CU,22.49,-79.55,86.0,79,75,13.87,broken clouds
595,Senneterre,CA,48.38,-77.23,64.4,72,40,10.29,scattered clouds
596,Prescott,US,34.54,-112.47,84.0,18,1,4.7,clear sky
597,Boo,SE,59.33,18.28,61.0,87,75,4.7,broken clouds
598,Pontal Do Parana,BR,-25.65,-48.51,62.6,88,90,11.41,overcast clouds
599,Jutai,BR,-5.18,-68.9,88.09,59,82,1.97,light rain
600,Marzuq,YE,14.4,46.47,82.85,47,0,5.1,clear sky
601,Phuket,TH,8.0,98.25,82.99,100,75,4.7,broken clouds
602,Necochea,AR,-38.55,-58.74,48.99,83,100,3.0,overcast clouds
603,San Juan De Uraba,CO,8.76,-76.53,77.94,86,100,6.31,overcast clouds
604,Lebork,PL,54.54,17.75,60.01,93,40,4.7,scattered clouds
605,Canon City,US,38.44,-105.24,84.2,23,1,5.82,clear sky
606,Kindu,CD,-2.95,25.95,74.23,82,100,3.18,overcast clouds
607,Aswan,EG,24.09,32.91,91.35,12,0,9.37,clear sky
608,Saint-Georges,GD,12.06,-61.75,87.8,66,20,12.75,few clouds
609,Hays,US,30.05,-98.03,86.0,78,40,6.93,haze
610,Mandalgovi,MN,45.76,106.27,54.7,49,0,5.23,clear sky
611,Carutapera,BR,-1.2,-46.02,84.07,66,2,11.03,clear sky
612,Dromolaxia,CY,34.88,33.59,84.0,74,0,2.24,clear sky
613,Winsum,NL,53.33,6.52,60.01,82,0,4.7,clear sky
614,College,US,64.86,-147.8,48.99,87,75,4.7,light rain
615,Gillette,US,44.29,-105.5,84.99,12,1,17.22,clear sky
616,Kathu,TH,7.92,98.33,82.99,100,75,4.7,broken clouds
617,Pathein,MM,16.78,94.73,78.76,90,85,1.03,overcast clouds
618,El Bagre,CO,7.59,-74.81,75.33,89,100,1.19,overcast clouds
619,Kyshtovka,RU,56.55,76.63,60.13,96,100,11.14,overcast clouds
620,Matinhos,BR,-25.82,-48.54,72.0,94,98,7.23,overcast clouds
621,Atbasar,KZ,51.8,68.33,66.63,63,0,16.75,clear sky
622,Omboue,GA,-1.57,9.26,73.98,82,23,8.97,few clouds
623,Omaruru,NA,-21.43,15.93,57.51,25,0,4.97,clear sky
624,Cabedelo,BR,-6.98,-34.83,82.4,58,20,13.87,few clouds
625,Port Macquarie,AU,-31.43,152.92,51.8,100,90,4.7,overcast clouds
626,Ankazobe,MG,-18.32,47.12,57.2,82,20,9.17,few clouds
627,Tonj,SS,7.27,28.68,71.31,95,100,5.19,overcast clouds
628,Syamzha,RU,60.02,41.06,46.26,85,0,2.64,clear sky
629,Grindavik,IS,63.84,-22.43,48.2,87,75,21.92,broken clouds
630,Sucua,EC,-2.47,-78.17,69.8,73,90,8.05,overcast clouds
631,Simao,CN,22.79,100.97,67.62,74,69,0.74,broken clouds
632,Sangar,RU,63.92,127.47,45.86,94,1,3.71,clear sky
633,Kayes,ML,14.0,-11.0,80.6,94,40,4.7,scattered clouds
634,Wenling,CN,28.37,121.36,84.0,83,0,4.07,clear sky
635,Ubatuba,BR,-23.43,-45.07,82.4,42,40,6.93,scattered clouds
636,Ladario,BR,-19.0,-57.6,77.0,41,12,10.29,few clouds
637,Jiaxing,CN,30.75,120.75,79.0,99,0,8.3,clear sky
638,Shaunavon,CA,49.65,-108.42,56.08,66,100,19.48,light rain
639,Teguldet,RU,57.31,88.17,55.13,97,100,5.28,light rain
640,Guadalajara,MX,20.67,-103.33,79.0,57,40,2.46,scattered clouds
641,Saint-Lo,FR,49.12,-1.09,64.4,63,73,4.7,broken clouds
642,Awjilah,LY,29.11,21.29,90.23,17,0,8.66,clear sky
643,Mala,PE,-12.66,-76.63,65.37,64,20,7.9,few clouds
644,Tatawin,TN,32.93,10.45,89.6,33,75,11.41,broken clouds
645,Bowen,AU,-20.02,148.23,66.2,88,90,10.29,overcast clouds
646,Aksu,CN,41.12,80.26,75.83,27,53,0.76,broken clouds
647,Sri Aman,MY,1.24,111.46,75.2,94,100,0.63,light rain
648,Sumbe,AO,-11.21,13.84,70.43,89,96,7.16,moderate rain
649,Aldan,RU,58.6,125.39,44.8,75,0,6.13,clear sky
650,Kastamonu,TR,41.5,33.67,77.0,20,0,3.36,clear sky
651,Churhat,IN,24.43,81.67,74.39,92,100,3.42,overcast clouds
652,Bairiki,KI,1.33,172.98,80.6,78,40,9.17,scattered clouds
653,Port Keats,AU,-14.25,129.55,75.34,92,3,4.29,clear sky
654,Nishihara,JP,26.18,127.76,82.4,94,20,5.82,mist
655,Caravelas,BR,-17.71,-39.25,73.72,78,94,9.08,light rain
656,Halifax,CA,44.65,-63.57,64.0,77,75,13.87,broken clouds
657,Ler,SS,8.3,30.14,72.34,96,100,5.28,moderate rain
658,Mangan,IN,27.52,88.53,76.12,56,83,1.21,broken clouds
659,Hami,CN,42.8,93.45,78.1,17,0,10.13,clear sky
660,Mayfield,US,36.74,-88.64,80.6,78,40,5.03,scattered clouds
661,Saint-Leu,RE,-21.15,55.28,68.0,68,1,6.93,clear sky
662,Megion,RU,61.03,76.11,48.2,100,90,6.71,light rain
663,Xinmin,CN,41.99,122.83,69.8,73,100,8.95,overcast clouds
664,Goderich,CA,43.75,-81.72,77.0,63,0,5.01,clear sky
665,Ust-Koksa,RU,50.27,85.61,49.84,67,0,0.92,clear sky
666,Athabasca,CA,54.72,-113.29,56.52,69,66,20.71,light rain
667,Mumford,GH,5.26,-0.76,75.27,91,4,11.05,clear sky
668,Marshall,US,34.38,-86.33,87.01,58,40,9.17,scattered clouds
669,Praia Da Vitoria,PT,38.73,-27.07,77.0,78,40,5.93,scattered clouds
670,Jasdan,IN,22.03,71.2,82.99,10,93,7.25,overcast clouds
671,Freeport,US,40.66,-73.58,80.01,78,20,9.17,few clouds
672,Shanghai,CN,31.22,121.46,77.0,78,0,6.71,clear sky
673,Port Moresby,PG,-9.44,147.18,77.0,94,20,3.36,few clouds
674,Shorapur,IN,16.52,76.75,77.2,87,96,5.95,overcast clouds
675,Tonantins,BR,-2.87,-67.8,88.34,63,47,1.25,light rain
676,Ostrovnoy,RU,68.05,39.51,52.21,74,98,16.87,overcast clouds
677,Tokur,RU,53.13,132.9,51.8,96,100,1.63,light rain
678,Xining,CN,36.62,101.77,52.18,57,68,2.35,broken clouds
679,Whitehorse,CA,60.72,-135.05,54.0,58,75,9.17,broken clouds
680,Christchurch,NZ,-43.53,172.63,36.0,92,0,3.85,clear sky
681,Arkhara,RU,49.42,130.08,58.57,93,100,2.3,overcast clouds
682,Comodoro Rivadavia,AR,-45.87,-67.5,57.2,47,75,13.87,broken clouds
683,Half Moon Bay,US,37.46,-122.43,69.01,72,20,3.36,smoke
684,Kondagaon,IN,19.6,81.67,70.21,84,75,0.78,broken clouds
685,Malindi,KE,-3.22,40.12,76.37,78,0,15.08,clear sky
686,Asau,RO,46.43,26.4,64.99,88,100,4.36,light rain
687,Port-Cartier,CA,50.03,-66.87,60.01,77,75,8.05,broken clouds
688,Roebourne,AU,-20.78,117.13,72.93,24,100,8.1,overcast clouds
689,Beni Suef,EG,29.07,31.1,84.72,38,0,17.22,clear sky
690,Cockburn Town,TC,21.46,-71.14,87.8,70,20,19.46,few clouds
691,Port Augusta,AU,-32.5,137.77,51.8,57,0,8.05,clear sky
692,Fairbanks,US,64.84,-147.72,48.99,87,75,3.36,light rain
693,Atherton,GB,53.52,-2.49,60.01,93,100,3.0,overcast clouds
694,Tilichiki,RU,60.47,166.1,43.66,76,97,2.39,overcast clouds
695,Kaiyuan,CN,23.7,103.3,67.93,79,100,1.92,overcast clouds
696,Casper,US,42.87,-106.31,82.99,21,1,17.22,clear sky
697,Nemuro,JP,43.32,145.57,60.01,95,0,10.13,clear sky
698,Oyek,RU,52.59,104.46,53.6,100,75,4.47,light intensity shower rain
699,Ayr,GB,55.46,-4.63,61.0,93,75,14.99,light rain
700,Port Talbot,GB,51.59,-3.78,61.0,97,100,1.01,light rain
701,Hualmay,PE,-11.1,-77.61,65.3,65,21,15.1,few clouds
702,Fredericton,CA,45.95,-66.67,71.01,60,75,14.99,broken clouds
703,Mayor Pablo Lagerenza,PY,-19.93,-60.77,79.23,30,0,4.63,clear sky
704,Arlit,NE,18.74,7.39,100.29,20,0,3.4,clear sky
705,Natal,BR,-5.79,-35.21,82.4,65,75,17.22,broken clouds
706,Gigmoto,PH,13.78,124.39,81.64,84,100,6.42,overcast clouds
707,Sweetwater,US,25.76,-80.37,91.99,63,75,14.99,broken clouds
708,Lazaro Cardenas,MX,17.96,-102.2,84.04,69,0,6.38,clear sky
709,Jishu,CN,44.32,126.8,63.52,91,100,3.29,light rain
710,Arrecife,ES,28.96,-13.55,78.8,61,20,16.11,few clouds
711,Embu,BR,-23.65,-46.85,77.0,64,20,11.41,few clouds
